order_id,customer_id,order_date,ship_date,sales_region,order_status
O-000854,C-0084,2025-04-24,2025-05-03,Europe,Shipped
O-000855,C-0080,2025-11-03,2025-11-09,North America,Shipped
O-000856,C-0048,2025-06-04,2025-06-06,Europe,Shipped
O-000857,C-0086,2025-02-20,2025-02-27,North America,Delivered
O-000858,C-0106,2025-05-21,2025-05-29,Europe,Shipped
O-000859,C-0101,2025-04-12,2025-04-25,Europe,Shipped
O-000860,C-0102,2025-12-24,2025-12-26,Europe,Shipped
O-000861,C-0069,2025-05-11,2025-05-25,Europe,Delivered
O-000862,C-0017,2025-09-07,2025-09-18,Europe,Shipped
O-000863,C-0030,2025-10-27,2025-11-08,Europe,Shipped
O-000864,C-0052,2025-07-18,2025-07-25,Europe,Delivered
O-000865,C-0087,2025-01-05,2025-01-14,Europe,Delivered
O-000866,C-0016,2025-08-04,2025-08-09,Europe,Shipped
O-000867,C-0075,2025-05-15,2025-05-26,Europe,Shipped
O-000868,C-0026,2025-02-07,2025-02-09,North America,Shipped
O-000869,C-0082,2025-04-10,2025-04-15,Europe,Shipped
O-000870,C-0011,2025-04-11,2025-04-20,Europe,Shipped
O-000871,C-0026,2025-09-24,2025-10-08,North America,Shipped
O-000872,C-0065,2025-05-22,2025-05-27,Europe,Shipped
O-000873,C-0109,2025-08-20,2025-08-28,North America,Shipped
O-000874,C-0067,2025-04-17,2025-04-21,North America,Shipped
O-000875,C-0057,2025-11-23,2025-12-07,Europe,Delivered
O-000876,C-0093,2025-09-20,2025-09-22,Europe,Shipped
O-000877,C-0074,2025-08-28,2025-09-09,North America,Shipped
O-000878,C-0017,2025-01-09,2025-01-11,Europe,Delivered
O-000879,C-0039,2025-09-08,2025-09-21,Europe,Shipped
O-000880,C-0097,2025-10-19,2025-10-25,North America,Delivered
O-000881,C-0093,2025-02-12,2025-02-26,Europe,Delivered
O-000882,C-0024,2025-01-07,2025-01-10,Europe,Shipped
O-000883,C-0047,2025-07-13,2025-07-24,Europe,Shipped
O-000884,C-0037,2025-01-19,2025-01-30,North America,Delivered
O-000885,C-0092,2025-01-20,2025-01-24,North America,Shipped
O-000886,C-0040,2025-07-06,2025-07-20,Europe,Delivered
O-000887,C-0072,2025-05-01,2025-05-11,Europe,Delivered
O-000888,C-0112,2025-05-26,2025-06-01,Europe,Delivered
O-000889,C-0044,2025-02-27,2025-03-11,North America,Delivered
O-000890,C-0056,2025-12-26,2026-01-01,North America,Delivered
O-000891,C-0106,2025-04-20,2025-05-04,Europe,Shipped
O-000892,C-0044,2025-09-07,2025-09-08,North America,Delivered
O-000893,C-0029,2025-06-24,2025-07-08,Europe,Shipped
O-000894,C-0095,2025-06-17,2025-06-26,Europe,Delivered
O-000895,C-0034,2025-03-19,2025-03-31,Europe,Delivered
O-000896,C-0117,2025-06-25,2025-07-08,Europe,Shipped
O-000897,C-0109,2025-04-09,2025-04-18,North America,Delivered
O-000898,C-0077,2025-12-23,2025-12-27,Europe,Delivered
O-000899,C-0069,2025-12-16,2025-12-20,Europe,Delivered
O-000900,C-0020,2025-08-15,2025-08-23,North America,Delivered
