order_line_id,order_id,product_id,quantity,unit_price,discount_pct
OL-0001054,O-000430,P-310,3,175.75,0.05
OL-0001055,O-000430,P-110,5,1353.75,0.05
OL-0001056,O-000430,P-310,8,185.00,0.00
OL-0001057,O-000431,P-110,4,1282.50,0.10
OL-0001058,O-000431,P-210,2,931.20,0.03
OL-0001059,O-000431,P-100,2,825.00,0.00
OL-0001060,O-000432,P-210,2,912.00,0.05
OL-0001061,O-000432,P-210,3,931.20,0.03
OL-0001062,O-000432,P-200,1,5400.00,0.00
OL-0001063,O-000432,P-210,2,864.00,0.10
OL-0001064,O-000433,P-100,4,825.00,0.00
OL-0001065,O-000434,P-210,6,960.00,0.00
OL-0001066,O-000435,P-300,3,3104.00,0.03
OL-0001067,O-000435,P-300,4,2880.00,0.10
OL-0001068,O-000435,P-200,2,4860.00,0.10
OL-0001069,O-000435,P-110,3,1425.00,0.00
OL-0001070,O-000436,P-210,4,931.20,0.03
OL-0001071,O-000437,P-200,4,5130.00,0.05
OL-0001072,O-000437,P-210,6,864.00,0.10
OL-0001073,O-000437,P-310,2,179.45,0.03
OL-0001074,O-000437,P-210,8,864.00,0.10
OL-0001075,O-000438,P-300,1,3200.00,0.00
OL-0001076,O-000438,P-210,3,960.00,0.00
OL-0001077,O-000438,P-200,7,5400.00,0.00
OL-0001078,O-000439,P-210,3,912.00,0.05
OL-0001079,O-000439,P-310,3,175.75,0.05
OL-0001080,O-000440,P-110,8,1425.00,0.00
OL-0001081,O-000440,P-100,5,825.00,0.00
OL-0001082,O-000441,P-110,4,1282.50,0.10
OL-0001083,O-000442,P-200,3,5400.00,0.00
OL-0001084,O-000442,P-200,3,5238.00,0.03
OL-0001085,O-000442,P-100,5,825.00,0.00
OL-0001086,O-000443,P-300,6,2880.00,0.10
OL-0001087,O-000443,P-300,3,3040.00,0.05
OL-0001088,O-000443,P-100,7,783.75,0.05
OL-0001089,O-000444,P-200,8,5238.00,0.03
OL-0001090,O-000445,P-210,2,931.20,0.03
OL-0001091,O-000445,P-110,4,1425.00,0.00
OL-0001092,O-000446,P-200,6,5130.00,0.05
OL-0001093,O-000447,P-200,3,4860.00,0.10
OL-0001094,O-000448,P-310,4,179.45,0.03
OL-0001095,O-000448,P-210,4,960.00,0.00
OL-0001096,O-000448,P-110,8,1353.75,0.05
OL-0001097,O-000448,P-110,8,1353.75,0.05
OL-0001098,O-000449,P-100,2,742.50,0.10
OL-0001099,O-000449,P-210,6,960.00,0.00
OL-0001100,O-000449,P-210,8,912.00,0.05
OL-0001101,O-000449,P-110,7,1425.00,0.00
OL-0001102,O-000450,P-310,7,179.45,0.03
OL-0001103,O-000450,P-310,6,166.50,0.10
OL-0001104,O-000450,P-300,3,2880.00,0.10
OL-0001105,O-000451,P-200,8,5130.00,0.05
OL-0001106,O-000452,P-300,6,2880.00,0.10
OL-0001107,O-000452,P-100,2,742.50,0.10
OL-0001108,O-000452,P-200,3,5238.00,0.03
OL-0001109,O-000452,P-210,8,960.00,0.00
OL-0001110,O-000453,P-210,3,960.00,0.00
OL-0001111,O-000453,P-310,1,179.45,0.03
OL-0001112,O-000453,P-110,1,1353.75,0.05
OL-0001113,O-000454,P-310,1,166.50,0.10
OL-0001114,O-000454,P-210,3,864.00,0.10
OL-0001115,O-000455,P-300,4,3040.00,0.05
OL-0001116,O-000456,P-200,6,4860.00,0.10
OL-0001117,O-000456,P-100,7,783.75,0.05
OL-0001118,O-000456,P-100,2,742.50,0.10
OL-0001119,O-000456,P-310,8,166.50,0.10
OL-0001120,O-000457,P-210,1,960.00,0.00
OL-0001121,O-000458,P-110,3,1382.25,0.03
OL-0001122,O-000458,P-100,7,742.50,0.10
OL-0001123,O-000458,P-210,8,912.00,0.05
OL-0001124,O-000458,P-310,6,166.50,0.10
OL-0001125,O-000459,P-200,5,5400.00,0.00
OL-0001126,O-000460,P-210,5,960.00,0.00
OL-0001127,O-000460,P-300,5,2880.00,0.10
OL-0001128,O-000460,P-200,4,4860.00,0.10
OL-0001129,O-000460,P-310,4,166.50,0.10
OL-0001130,O-000461,P-310,8,175.75,0.05
OL-0001131,O-000461,P-310,3,185.00,0.00
OL-0001132,O-000461,P-310,3,175.75,0.05
OL-0001133,O-000462,P-300,5,3104.00,0.03
OL-0001134,O-000463,P-100,6,742.50,0.10
OL-0001135,O-000463,P-300,6,3040.00,0.05
OL-0001136,O-000463,P-100,5,825.00,0.00
OL-0001137,O-000463,P-110,3,1382.25,0.03
OL-0001138,O-000464,P-100,5,800.25,0.03
OL-0001139,O-000464,P-100,4,783.75,0.05
OL-0001140,O-000464,P-310,7,179.45,0.03
OL-0001141,O-000464,P-100,1,742.50,0.10
OL-0001142,O-000465,P-310,8,185.00,0.00
OL-0001143,O-000465,P-200,3,5130.00,0.05
OL-0001144,O-000466,P-110,5,1353.75,0.05
OL-0001145,O-000466,P-210,5,864.00,0.10
OL-0001146,O-000466,P-200,1,5400.00,0.00
OL-0001147,O-000467,P-100,6,825.00,0.00
OL-0001148,O-000467,P-110,5,1382.25,0.03
OL-0001149,O-000468,P-200,1,5400.00,0.00
OL-0001150,O-000468,P-100,7,783.75,0.05
OL-0001151,O-000469,P-200,8,5238.00,0.03
OL-0001152,O-000469,P-210,2,960.00,0.00
OL-0001153,O-000469,P-210,5,931.20,0.03
OL-0001154,O-000470,P-310,5,179.45,0.03
OL-0001155,O-000470,P-200,3,5130.00,0.05
OL-0001156,O-000471,P-200,3,5400.00,0.00
OL-0001157,O-000472,P-110,5,1282.50,0.10
OL-0001158,O-000472,P-110,3,1282.50,0.10
OL-0001159,O-000472,P-200,8,5400.00,0.00
OL-0001160,O-000473,P-100,5,800.25,0.03
OL-0001161,O-000473,P-210,1,960.00,0.00
OL-0001162,O-000474,P-110,3,1425.00,0.00
OL-0001163,O-000474,P-200,7,5130.00,0.05
OL-0001164,O-000474,P-300,5,3200.00,0.00
OL-0001165,O-000474,P-110,7,1282.50,0.10
OL-0001166,O-000475,P-300,2,3200.00,0.00
OL-0001167,O-000475,P-300,7,3200.00,0.00
OL-0001168,O-000475,P-210,5,864.00,0.10
OL-0001169,O-000475,P-100,2,800.25,0.03
OL-0001170,O-000476,P-110,7,1282.50,0.10
OL-0001171,O-000477,P-100,1,800.25,0.03
OL-0001172,O-000477,P-110,6,1353.75,0.05
OL-0001173,O-000478,P-310,8,179.45,0.03
OL-0001174,O-000479,P-200,7,5238.00,0.03
OL-0001175,O-000480,P-100,4,825.00,0.00
OL-0001176,O-000480,P-100,4,825.00,0.00
OL-0001177,O-000480,P-300,3,3040.00,0.05
OL-0001178,O-000480,P-310,4,175.75,0.05
OL-0001179,O-000481,P-210,3,912.00,0.05
OL-0001180,O-000481,P-300,7,3200.00,0.00
OL-0001181,O-000482,P-300,6,3104.00,0.03
OL-0001182,O-000482,P-300,2,2880.00,0.10
OL-0001183,O-000483,P-110,7,1353.75,0.05
OL-0001184,O-000483,P-210,3,931.20,0.03
OL-0001185,O-000483,P-200,6,5238.00,0.03
OL-0001186,O-000484,P-310,4,166.50,0.10
OL-0001187,O-000484,P-300,6,2880.00,0.10
OL-0001188,O-000484,P-100,8,800.25,0.03
OL-0001189,O-000484,P-100,6,783.75,0.05
OL-0001190,O-000485,P-310,3,185.00,0.00
OL-0001191,O-000486,P-210,3,864.00,0.10
OL-0001192,O-000486,P-110,4,1282.50,0.10
OL-0001193,O-000486,P-210,8,960.00,0.00
OL-0001194,O-000486,P-200,7,5400.00,0.00
OL-0001195,O-000487,P-300,5,3040.00,0.05
OL-0001196,O-000487,P-100,3,742.50,0.10
OL-0001197,O-000487,P-200,5,5238.00,0.03
OL-0001198,O-000487,P-300,1,3200.00,0.00
OL-0001199,O-000488,P-110,4,1353.75,0.05
OL-0001200,O-000488,P-110,5,1353.75,0.05
OL-0001201,O-000489,P-110,8,1282.50,0.10
OL-0001202,O-000489,P-210,3,931.20,0.03
OL-0001203,O-000490,P-310,4,166.50,0.10
OL-0001204,O-000490,P-210,7,960.00,0.00
OL-0001205,O-000490,P-300,7,3104.00,0.03
OL-0001206,O-000491,P-310,7,179.45,0.03
OL-0001207,O-000491,P-300,8,2880.00,0.10
OL-0001208,O-000491,P-100,7,742.50,0.10
OL-0001209,O-000491,P-300,2,3040.00,0.05
OL-0001210,O-000492,P-110,8,1282.50,0.10
OL-0001211,O-000492,P-300,6,3040.00,0.05
OL-0001212,O-000492,P-110,2,1282.50,0.10
OL-0001213,O-000493,P-200,6,5400.00,0.00
OL-0001214,O-000493,P-110,4,1282.50,0.10
OL-0001215,O-000493,P-100,4,800.25,0.03
OL-0001216,O-000493,P-310,8,166.50,0.10
OL-0001217,O-000494,P-310,8,179.45,0.03
OL-0001218,O-000494,P-210,2,960.00,0.00
OL-0001219,O-000494,P-110,8,1353.75,0.05
OL-0001220,O-000495,P-100,7,800.25,0.03
OL-0001221,O-000495,P-200,1,5130.00,0.05
OL-0001222,O-000495,P-200,1,5130.00,0.05
OL-0001223,O-000496,P-110,6,1382.25,0.03
OL-0001224,O-000496,P-200,3,4860.00,0.10
OL-0001225,O-000496,P-200,4,4860.00,0.10
OL-0001226,O-000497,P-210,7,864.00,0.10
OL-0001227,O-000498,P-300,5,2880.00,0.10
OL-0001228,O-000498,P-300,1,3200.00,0.00
OL-0001229,O-000499,P-310,6,185.00,0.00
OL-0001230,O-000499,P-100,6,825.00,0.00
OL-0001231,O-000499,P-210,3,912.00,0.05
OL-0001232,O-000499,P-110,5,1353.75,0.05
OL-0001233,O-000500,P-100,4,800.25,0.03
OL-0001234,O-000500,P-110,1,1353.75,0.05
OL-0001235,O-000500,P-210,1,912.00,0.05
OL-0001236,O-000501,P-310,8,179.45,0.03
OL-0001237,O-000501,P-200,5,4860.00,0.10
OL-0001238,O-000501,P-310,2,175.75,0.05
OL-0001239,O-000501,P-210,8,864.00,0.10
OL-0001240,O-000502,P-110,1,1425.00,0.00
OL-0001241,O-000502,P-310,4,179.45,0.03
OL-0001242,O-000502,P-210,2,931.20,0.03
OL-0001243,O-000503,P-200,2,5238.00,0.03
OL-0001244,O-000503,P-310,8,179.45,0.03
OL-0001245,O-000504,P-200,6,4860.00,0.10
OL-0001246,O-000504,P-110,1,1282.50,0.10
OL-0001247,O-000504,P-100,1,783.75,0.05
OL-0001248,O-000504,P-310,5,166.50,0.10
OL-0001249,O-000505,P-210,8,912.00,0.05
OL-0001250,O-000505,P-100,4,742.50,0.10
OL-0001251,O-000505,P-300,4,3200.00,0.00
OL-0001252,O-000505,P-100,6,783.75,0.05
OL-0001253,O-000506,P-310,2,179.45,0.03
OL-0001254,O-000507,P-210,6,960.00,0.00
OL-0001255,O-000507,P-200,2,4860.00,0.10
OL-0001256,O-000507,P-310,5,166.50,0.10
OL-0001257,O-000507,P-200,2,5400.00,0.00
OL-0001258,O-000508,P-300,1,2880.00,0.10
OL-0001259,O-000509,P-310,1,175.75,0.05
OL-0001260,O-000509,P-310,3,175.75,0.05
OL-0001261,O-000509,P-100,5,825.00,0.00
OL-0001262,O-000510,P-300,4,3104.00,0.03
OL-0001263,O-000511,P-200,3,5238.00,0.03
OL-0001264,O-000511,P-110,7,1425.00,0.00
OL-0001265,O-000511,P-300,5,3040.00,0.05
OL-0001266,O-000512,P-110,8,1382.25,0.03
OL-0001267,O-000512,P-100,3,825.00,0.00
OL-0001268,O-000512,P-200,7,5400.00,0.00
OL-0001269,O-000512,P-210,6,931.20,0.03
OL-0001270,O-000513,P-200,5,5400.00,0.00
OL-0001271,O-000513,P-200,7,5238.00,0.03
OL-0001272,O-000514,P-100,6,800.25,0.03
OL-0001273,O-000514,P-200,6,4860.00,0.10
OL-0001274,O-000514,P-310,7,179.45,0.03
OL-0001275,O-000515,P-110,8,1353.75,0.05
OL-0001276,O-000515,P-100,3,742.50,0.10
OL-0001277,O-000515,P-100,8,800.25,0.03
OL-0001278,O-000515,P-200,6,5238.00,0.03
OL-0001279,O-000516,P-200,6,5130.00,0.05
OL-0001280,O-000516,P-210,5,960.00,0.00
OL-0001281,O-000516,P-110,8,1282.50,0.10
OL-0001282,O-000516,P-210,8,960.00,0.00
OL-0001283,O-000517,P-310,8,166.50,0.10
OL-0001284,O-000517,P-110,5,1382.25,0.03
OL-0001285,O-000517,P-110,2,1282.50,0.10
OL-0001286,O-000517,P-100,3,825.00,0.00
OL-0001287,O-000518,P-200,3,5400.00,0.00
OL-0001288,O-000519,P-100,8,825.00,0.00
OL-0001289,O-000519,P-100,7,825.00,0.00
OL-0001290,O-000520,P-110,2,1382.25,0.03
OL-0001291,O-000520,P-310,3,175.75,0.05
OL-0001292,O-000520,P-210,7,960.00,0.00
OL-0001293,O-000520,P-100,8,742.50,0.10
OL-0001294,O-000521,P-210,2,912.00,0.05
OL-0001295,O-000521,P-110,2,1353.75,0.05
OL-0001296,O-000522,P-200,3,5400.00,0.00
OL-0001297,O-000522,P-100,7,742.50,0.10
OL-0001298,O-000523,P-200,8,5130.00,0.05
OL-0001299,O-000523,P-100,8,742.50,0.10
OL-0001300,O-000523,P-300,8,3104.00,0.03
OL-0001301,O-000524,P-210,4,960.00,0.00
OL-0001302,O-000524,P-300,7,3200.00,0.00
OL-0001303,O-000524,P-200,2,4860.00,0.10
OL-0001304,O-000525,P-100,7,742.50,0.10
OL-0001305,O-000526,P-300,6,3200.00,0.00
OL-0001306,O-000526,P-110,4,1353.75,0.05
OL-0001307,O-000526,P-200,5,5238.00,0.03
OL-0001308,O-000527,P-310,7,179.45,0.03
OL-0001309,O-000527,P-200,7,4860.00,0.10
OL-0001310,O-000527,P-100,7,742.50,0.10
OL-0001311,O-000528,P-310,5,179.45,0.03
OL-0001312,O-000528,P-200,2,5130.00,0.05
OL-0001313,O-000528,P-300,7,3200.00,0.00
OL-0001314,O-000528,P-110,2,1382.25,0.03
OL-0001315,O-000529,P-210,5,864.00,0.10
OL-0001316,O-000530,P-100,6,742.50,0.10
OL-0001317,O-000530,P-200,4,5130.00,0.05
OL-0001318,O-000530,P-300,8,2880.00,0.10
OL-0001319,O-000531,P-300,4,3200.00,0.00
OL-0001320,O-000531,P-300,7,3040.00,0.05
OL-0001321,O-000532,P-110,1,1425.00,0.00
OL-0001322,O-000532,P-300,4,3200.00,0.00
OL-0001323,O-000532,P-110,3,1353.75,0.05
OL-0001324,O-000532,P-210,4,864.00,0.10
OL-0001325,O-000533,P-210,6,864.00,0.10
OL-0001326,O-000534,P-110,2,1353.75,0.05
OL-0001327,O-000535,P-300,2,3040.00,0.05
OL-0001328,O-000535,P-200,4,5238.00,0.03
OL-0001329,O-000535,P-110,3,1353.75,0.05
OL-0001330,O-000535,P-300,8,3040.00,0.05
OL-0001331,O-000536,P-100,6,742.50,0.10
OL-0001332,O-000536,P-210,3,912.00,0.05
OL-0001333,O-000536,P-110,8,1282.50,0.10
OL-0001334,O-000537,P-300,3,2880.00,0.10
OL-0001335,O-000537,P-300,6,2880.00,0.10
OL-0001336,O-000537,P-110,3,1353.75,0.05
OL-0001337,O-000538,P-200,4,4860.00,0.10
OL-0001338,O-000538,P-210,5,960.00,0.00
OL-0001339,O-000538,P-100,1,783.75,0.05
OL-0001340,O-000539,P-210,1,931.20,0.03
OL-0001341,O-000539,P-200,6,5238.00,0.03
OL-0001342,O-000540,P-300,6,3104.00,0.03
OL-0001343,O-000540,P-210,8,960.00,0.00
OL-0001344,O-000540,P-100,2,800.25,0.03
OL-0001345,O-000541,P-210,4,960.00,0.00
OL-0001346,O-000541,P-100,2,825.00,0.00
OL-0001347,O-000541,P-100,2,742.50,0.10
OL-0001348,O-000542,P-100,1,783.75,0.05
OL-0001349,O-000542,P-300,5,3040.00,0.05
OL-0001350,O-000542,P-100,7,783.75,0.05
OL-0001351,O-000542,P-300,3,2880.00,0.10
OL-0001352,O-000543,P-310,7,185.00,0.00
OL-0001353,O-000543,P-300,4,2880.00,0.10
OL-0001354,O-000543,P-300,6,3040.00,0.05
OL-0001355,O-000544,P-100,6,800.25,0.03
OL-0001356,O-000544,P-100,7,825.00,0.00
OL-0001357,O-000544,P-310,6,179.45,0.03
OL-0001358,O-000544,P-200,6,4860.00,0.10
OL-0001359,O-000545,P-200,8,4860.00,0.10
OL-0001360,O-000545,P-300,6,3040.00,0.05
OL-0001361,O-000545,P-300,3,3200.00,0.00
OL-0001362,O-000546,P-200,6,5130.00,0.05
OL-0001363,O-000546,P-210,5,960.00,0.00
OL-0001364,O-000547,P-210,6,960.00,0.00
OL-0001365,O-000547,P-310,1,166.50,0.10
OL-0001366,O-000547,P-100,6,800.25,0.03
OL-0001367,O-000548,P-200,3,5130.00,0.05
OL-0001368,O-000548,P-200,1,5400.00,0.00
OL-0001369,O-000549,P-210,1,864.00,0.10
OL-0001370,O-000549,P-200,1,5130.00,0.05
OL-0001371,O-000550,P-110,7,1425.00,0.00
OL-0001372,O-000550,P-100,5,783.75,0.05
OL-0001373,O-000550,P-200,3,5130.00,0.05
OL-0001374,O-000551,P-300,1,3200.00,0.00
OL-0001375,O-000551,P-110,8,1353.75,0.05
OL-0001376,O-000551,P-200,2,5400.00,0.00
OL-0001377,O-000552,P-100,6,742.50,0.10
OL-0001378,O-000552,P-300,2,3040.00,0.05
OL-0001379,O-000552,P-210,4,931.20,0.03
OL-0001380,O-000553,P-100,7,742.50,0.10
OL-0001381,O-000553,P-200,5,5400.00,0.00
OL-0001382,O-000553,P-100,3,800.25,0.03
OL-0001383,O-000553,P-210,3,912.00,0.05
OL-0001384,O-000554,P-200,1,5400.00,0.00
OL-0001385,O-000554,P-110,7,1282.50,0.10
OL-0001386,O-000554,P-100,1,825.00,0.00
OL-0001387,O-000555,P-200,4,4860.00,0.10
OL-0001388,O-000555,P-110,4,1382.25,0.03
OL-0001389,O-000555,P-210,4,931.20,0.03
OL-0001390,O-000555,P-210,8,864.00,0.10
OL-0001391,O-000556,P-300,1,3104.00,0.03
OL-0001392,O-000556,P-210,3,864.00,0.10
OL-0001393,O-000556,P-110,7,1425.00,0.00
OL-0001394,O-000556,P-110,5,1425.00,0.00
OL-0001395,O-000557,P-310,3,175.75,0.05
OL-0001396,O-000557,P-210,7,864.00,0.10
OL-0001397,O-000558,P-310,4,175.75,0.05
OL-0001398,O-000558,P-310,1,166.50,0.10
OL-0001399,O-000559,P-310,7,185.00,0.00
OL-0001400,O-000559,P-210,5,864.00,0.10
OL-0001401,O-000559,P-310,8,166.50,0.10
OL-0001402,O-000559,P-300,6,3104.00,0.03
OL-0001403,O-000560,P-110,4,1282.50,0.10
OL-0001404,O-000561,P-210,7,960.00,0.00
OL-0001405,O-000561,P-300,6,3104.00,0.03
OL-0001406,O-000561,P-300,1,3040.00,0.05
OL-0001407,O-000561,P-300,1,3040.00,0.05
OL-0001408,O-000562,P-300,4,3040.00,0.05
OL-0001409,O-000563,P-200,8,4860.00,0.10
OL-0001410,O-000564,P-110,2,1382.25,0.03
OL-0001411,O-000564,P-110,7,1282.50,0.10
OL-0001412,O-000564,P-200,8,5130.00,0.05
OL-0001413,O-000564,P-310,7,185.00,0.00
OL-0001414,O-000565,P-210,8,912.00,0.05
OL-0001415,O-000565,P-110,6,1425.00,0.00
OL-0001416,O-000565,P-210,1,931.20,0.03
OL-0001417,O-000566,P-200,8,4860.00,0.10
OL-0001418,O-000566,P-110,5,1282.50,0.10
OL-0001419,O-000567,P-300,4,2880.00,0.10
OL-0001420,O-000568,P-300,4,3104.00,0.03
OL-0001421,O-000568,P-100,5,783.75,0.05
OL-0001422,O-000569,P-100,5,825.00,0.00
OL-0001423,O-000569,P-210,8,931.20,0.03
OL-0001424,O-000569,P-310,1,185.00,0.00
OL-0001425,O-000570,P-200,4,4860.00,0.10
OL-0001426,O-000571,P-110,7,1282.50,0.10
OL-0001427,O-000571,P-100,2,783.75,0.05
OL-0001428,O-000572,P-200,1,5238.00,0.03
OL-0001429,O-000572,P-110,1,1282.50,0.10
OL-0001430,O-000572,P-100,7,825.00,0.00
OL-0001431,O-000572,P-310,7,175.75,0.05
OL-0001432,O-000573,P-310,8,166.50,0.10
OL-0001433,O-000573,P-300,5,3200.00,0.00
OL-0001434,O-000573,P-210,3,912.00,0.05
OL-0001435,O-000574,P-200,1,5400.00,0.00
OL-0001436,O-000575,P-300,5,3040.00,0.05
OL-0001437,O-000576,P-110,7,1353.75,0.05
OL-0001438,O-000576,P-210,5,931.20,0.03
OL-0001439,O-000576,P-310,4,166.50,0.10
OL-0001440,O-000577,P-200,5,5400.00,0.00
OL-0001441,O-000578,P-310,8,185.00,0.00
OL-0001442,O-000578,P-100,3,825.00,0.00
OL-0001443,O-000578,P-310,5,166.50,0.10
OL-0001444,O-000579,P-300,8,3104.00,0.03
OL-0001445,O-000579,P-200,7,5238.00,0.03
OL-0001446,O-000579,P-310,3,166.50,0.10
OL-0001447,O-000579,P-300,7,2880.00,0.10
OL-0001448,O-000580,P-200,4,5238.00,0.03
OL-0001449,O-000581,P-100,7,825.00,0.00
OL-0001450,O-000581,P-110,2,1353.75,0.05
OL-0001451,O-000582,P-110,1,1425.00,0.00
OL-0001452,O-000582,P-210,1,912.00,0.05
OL-0001453,O-000583,P-110,3,1282.50,0.10
OL-0001454,O-000583,P-110,6,1353.75,0.05
OL-0001455,O-000583,P-100,3,825.00,0.00
OL-0001456,O-000583,P-210,6,931.20,0.03
OL-0001457,O-000584,P-210,2,912.00,0.05
OL-0001458,O-000584,P-110,4,1282.50,0.10
OL-0001459,O-000585,P-210,3,931.20,0.03
OL-0001460,O-000585,P-100,1,742.50,0.10
OL-0001461,O-000585,P-110,3,1282.50,0.10
OL-0001462,O-000586,P-310,1,175.75,0.05
OL-0001463,O-000587,P-300,7,3200.00,0.00
OL-0001464,O-000588,P-210,1,864.00,0.10
OL-0001465,O-000588,P-200,3,5400.00,0.00
OL-0001466,O-000588,P-200,7,5130.00,0.05
OL-0001467,O-000589,P-310,7,185.00,0.00
OL-0001468,O-000589,P-300,3,3200.00,0.00
OL-0001469,O-000589,P-100,8,825.00,0.00
OL-0001470,O-000590,P-300,4,3200.00,0.00
OL-0001471,O-000590,P-310,8,166.50,0.10
OL-0001472,O-000590,P-100,5,825.00,0.00
OL-0001473,O-000591,P-200,8,5130.00,0.05
OL-0001474,O-000591,P-310,2,175.75,0.05
OL-0001475,O-000591,P-200,3,5130.00,0.05
OL-0001476,O-000591,P-200,7,4860.00,0.10
OL-0001477,O-000592,P-200,1,5238.00,0.03
OL-0001478,O-000593,P-110,2,1353.75,0.05
OL-0001479,O-000594,P-310,6,179.45,0.03
OL-0001480,O-000595,P-300,4,2880.00,0.10
OL-0001481,O-000595,P-110,8,1382.25,0.03
OL-0001482,O-000595,P-110,7,1382.25,0.03
OL-0001483,O-000595,P-110,2,1282.50,0.10
OL-0001484,O-000596,P-200,2,5400.00,0.00
OL-0001485,O-000596,P-300,7,3200.00,0.00
OL-0001486,O-000596,P-300,2,3040.00,0.05
OL-0001487,O-000597,P-300,7,2880.00,0.10
OL-0001488,O-000597,P-200,6,5238.00,0.03
OL-0001489,O-000597,P-310,7,185.00,0.00
OL-0001490,O-000597,P-200,2,5400.00,0.00
OL-0001491,O-000598,P-210,6,931.20,0.03
OL-0001492,O-000598,P-310,8,175.75,0.05
OL-0001493,O-000598,P-100,2,800.25,0.03
OL-0001494,O-000599,P-200,1,5238.00,0.03
OL-0001495,O-000600,P-110,7,1425.00,0.00
OL-0001496,O-000601,P-110,8,1382.25,0.03
OL-0001497,O-000601,P-310,3,166.50,0.10
OL-0001498,O-000601,P-110,7,1425.00,0.00
OL-0001499,O-000602,P-200,1,5400.00,0.00
OL-0001500,O-000602,P-210,6,912.00,0.05
OL-0001501,O-000602,P-300,6,3104.00,0.03
OL-0001502,O-000602,P-200,5,5238.00,0.03
OL-0001503,O-000603,P-110,1,1382.25,0.03
OL-0001504,O-000603,P-210,7,912.00,0.05
OL-0001505,O-000603,P-200,4,5400.00,0.00
OL-0001506,O-000604,P-210,6,864.00,0.10
OL-0001507,O-000604,P-210,5,864.00,0.10
OL-0001508,O-000604,P-100,2,783.75,0.05
OL-0001509,O-000605,P-100,1,783.75,0.05
OL-0001510,O-000605,P-300,6,3104.00,0.03
OL-0001511,O-000605,P-300,3,3200.00,0.00
OL-0001512,O-000606,P-210,3,912.00,0.05
OL-0001513,O-000606,P-100,4,783.75,0.05
OL-0001514,O-000606,P-210,4,931.20,0.03
OL-0001515,O-000606,P-100,5,825.00,0.00
OL-0001516,O-000607,P-200,8,5238.00,0.03
OL-0001517,O-000608,P-200,1,4860.00,0.10
OL-0001518,O-000608,P-200,8,5238.00,0.03
OL-0001519,O-000608,P-310,3,179.45,0.03
OL-0001520,O-000609,P-300,7,2880.00,0.10
OL-0001521,O-000610,P-310,2,179.45,0.03
OL-0001522,O-000610,P-310,6,185.00,0.00
OL-0001523,O-000611,P-200,3,5130.00,0.05
OL-0001524,O-000611,P-200,4,5130.00,0.05
OL-0001525,O-000612,P-210,3,931.20,0.03
OL-0001526,O-000612,P-200,4,5130.00,0.05
OL-0001527,O-000612,P-310,1,185.00,0.00
OL-0001528,O-000612,P-200,3,5130.00,0.05
OL-0001529,O-000613,P-210,7,931.20,0.03
OL-0001530,O-000613,P-310,2,175.75,0.05
OL-0001531,O-000614,P-210,4,912.00,0.05
OL-0001532,O-000614,P-210,2,864.00,0.10
OL-0001533,O-000614,P-110,8,1282.50,0.10
OL-0001534,O-000615,P-210,8,960.00,0.00
OL-0001535,O-000615,P-300,5,3040.00,0.05
OL-0001536,O-000615,P-310,5,185.00,0.00
OL-0001537,O-000616,P-200,8,5400.00,0.00
OL-0001538,O-000617,P-300,5,3104.00,0.03
OL-0001539,O-000617,P-110,1,1382.25,0.03
OL-0001540,O-000618,P-300,5,3200.00,0.00
OL-0001541,O-000618,P-100,2,825.00,0.00
OL-0001542,O-000618,P-200,4,4860.00,0.10
OL-0001543,O-000619,P-100,6,800.25,0.03
OL-0001544,O-000619,P-110,8,1425.00,0.00
OL-0001545,O-000619,P-210,4,960.00,0.00
OL-0001546,O-000620,P-100,3,783.75,0.05
OL-0001547,O-000620,P-210,5,864.00,0.10
OL-0001548,O-000620,P-100,3,742.50,0.10
OL-0001549,O-000620,P-210,1,864.00,0.10
OL-0001550,O-000621,P-310,2,185.00,0.00
OL-0001551,O-000621,P-200,6,5130.00,0.05
OL-0001552,O-000622,P-110,8,1382.25,0.03
OL-0001553,O-000622,P-200,5,5130.00,0.05
OL-0001554,O-000622,P-210,8,931.20,0.03
OL-0001555,O-000622,P-100,5,783.75,0.05
OL-0001556,O-000623,P-110,3,1425.00,0.00
OL-0001557,O-000623,P-300,6,3040.00,0.05
OL-0001558,O-000624,P-310,1,175.75,0.05
OL-0001559,O-000624,P-210,6,931.20,0.03
OL-0001560,O-000624,P-200,2,5130.00,0.05
OL-0001561,O-000624,P-110,6,1425.00,0.00
OL-0001562,O-000625,P-210,8,960.00,0.00
OL-0001563,O-000626,P-100,8,800.25,0.03
OL-0001564,O-000626,P-310,7,179.45,0.03
OL-0001565,O-000626,P-210,1,864.00,0.10
OL-0001566,O-000627,P-300,3,3200.00,0.00
OL-0001567,O-000627,P-110,8,1425.00,0.00
OL-0001568,O-000627,P-100,8,800.25,0.03
OL-0001569,O-000627,P-210,8,912.00,0.05
OL-0001570,O-000628,P-210,5,931.20,0.03
OL-0001571,O-000628,P-300,7,3040.00,0.05
OL-0001572,O-000629,P-210,6,864.00,0.10
OL-0001573,O-000629,P-310,7,179.45,0.03
OL-0001574,O-000630,P-310,4,179.45,0.03
OL-0001575,O-000631,P-110,1,1382.25,0.03
OL-0001576,O-000632,P-300,7,2880.00,0.10
OL-0001577,O-000632,P-110,4,1382.25,0.03
OL-0001578,O-000633,P-200,1,5130.00,0.05
OL-0001579,O-000633,P-210,4,912.00,0.05
